,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio,Percantage of vaccinated ppl
0,Afghanistan,AFG,11/5/2021,504502,448878,55624,12,40374668,1.111781278,0.137769554
1,Afghanistan,AFG,20/5/2021,547901,470341,77560,10,40374668,1.164940849,0.192100651
2,Afghanistan,AFG,24/5/2021,573277,476367,96910,10,40374668,1.179866049,0.240026742
3,Afghanistan,AFG,26/5/2021,590454,479372,111082,19,40374668,1.187308834,0.275127959
4,Afghanistan,AFG,27/5/2021,593313,479574,113739,14,40374668,1.187809148,0.281708818
5,Afghanistan,AFG,30/5/2021,600152,480226,119926,20,40374668,1.189424022,0.297032783
6,Afghanistan,AFG,2/6/2021,626290,481690,144600,34,40374668,1.193050058,0.35814536
7,Afghanistan,AFG,3/6/2021,630305,481800,148505,27,40374668,1.193322506,0.367817266
8,Afghanistan,AFG,8/6/2021,641295,482952,158343,64,40374668,1.19617578,0.39218403
9,Afghanistan,AFG,14/6/2021,662003,484737,177266,85,40374668,1.200596869,0.439052527
10,Afghanistan,AFG,22/6/2021,765890,582128,183762,78,40374668,1.441814952,0.455141823
11,Afghanistan,AFG,27/6/2021,835694,649434,186260,56,40374668,1.60851849,0.461328871
12,Afghanistan,AFG,30/6/2021,886854,699200,187654,77,40374668,1.731778946,0.464781531
13,Afghanistan,AFG,5/7/2021,915671,726349,189322,84,40374668,1.799021604,0.468912834
14,Afghanistan,AFG,7/7/2021,934463,735213,199250,55,40374668,1.820975964,0.49350251
15,Afghanistan,AFG,11/7/2021,962093,742934,219159,86,40374668,1.840099341,0.542813132
16,Afghanistan,AFG,20/8/2021,1201286,770542,430744,7,40374668,1.908478851,1.066866977
17,Afghanistan,AFG,14/11/2021,4018197,3530173,3188609,0,40374668,8.743534436,7.897548532
18,Afghanistan,AFG,27/12/2021,4674518,4142857,3753224,2,40374668,10.26103051,9.295987276
19,Afghanistan,AFG,9/1/2022,4903368,4358570,3809353,1,40374668,10.79530858,9.435007614
20,Afghanistan,AFG,11/1/2022,4925111,4378818,3814837,0,40374668,10.84545884,9.448590388
21,Afghanistan,AFG,13/1/2022,4954809,4405897,3823786,2,40374668,10.91252812,9.470755277
22,Afghanistan,AFG,17/1/2022,4985047,4432926,3832821,1,40374668,10.97947356,9.49313317
23,Afghanistan,AFG,19/1/2022,5004050,4450211,3836731,2,40374668,11.02228506,9.50281746
24,Afghanistan,AFG,24/1/2022,5046054,4486527,3851307,3,40374668,11.11223255,9.538919305
25,Afghanistan,AFG,26/1/2022,5074196,4511372,3866279,4,40374668,11.17376866,9.576001962
26,Afghanistan,AFG,27/1/2022,5081064,4517380,3868832,4,40374668,11.18864928,9.582325234
27,Afghanistan,AFG,31/1/2022,5125146,4554648,3892831,2,40374668,11.28095468,9.641765971
28,Afghanistan,AFG,2/2/2022,5152297,4577740,3912336,3,40374668,11.33814896,9.690075965
29,Afghanistan,AFG,7/2/2022,5216998,4634282,3959887,7,40374668,11.47819222,9.807850309
30,Afghanistan,AFG,14/2/2022,5321308,4723416,4043580,6,40374668,11.69895936,10.01514118
31,Afghanistan,AFG,20/2/2022,5412309,4801524,4125717,5,40374668,11.89241729,10.21857814
32,Afghanistan,AFG,27/2/2022,5535254,4907058,4231984,7,40374668,12.15380396,10.48178031
33,Afghanistan,AFG,6/3/2022,5597130,4952744,4281934,2,40374668,12.26695907,10.6054965
34,Afghanistan,AFG,17/3/2022,5731146,5066540,4402868,5,40374668,12.54880907,10.90502589
35,Afghanistan,AFG,22/3/2022,5751015,5082824,4420127,0,40374668,12.58914129,10.94777299
36,Albania,ALB,2/2/2021,550,549,1,13,2869700,0.01913092,3.48468E-05
37,Albania,ALB,9/2/2021,1127,689,438,12,2869700,0.024009478,0.015262919
38,Albania,ALB,17/2/2021,1701,1090,611,15,2869700,0.037983064,0.021291424
39,Albania,ALB,18/2/2021,3049,2438,611,18,2869700,0.084956616,0.021291424
40,Albania,ALB,22/2/2021,6728,6073,655,13,2869700,0.211624909,0.022824686
41,Albania,ALB,11/5/2021,622507,440921,181586,4,2869700,15.36470711,6.32769976
42,Albania,ALB,12/5/2021,632676,444755,187921,4,2869700,15.49830993,6.548454542
43,Albania,ALB,13/5/2021,638338,445402,192936,3,2869700,15.52085584,6.723211486
44,Albania,ALB,14/5/2021,653330,448571,204759,3,2869700,15.6312855,7.135205771
45,Albania,ALB,17/5/2021,680083,456980,223103,3,2869700,15.92431265,7.774436352
46,Albania,ALB,18/5/2021,688947,460191,228756,3,2869700,16.03620588,7.971425585
47,Albania,ALB,19/5/2021,697811,463402,234409,1,2869700,16.1480991,8.168414817
48,Albania,ALB,20/5/2021,703743,466083,237660,2,2869700,16.2415235,8.28170192
49,Albania,ALB,21/5/2021,708846,469169,239677,2,2869700,16.34906088,8.351988013
50,Albania,ALB,23/5/2021,716616,472840,243776,1,2869700,16.47698366,8.494825243
51,Albania,ALB,24/5/2021,725135,475237,249898,2,2869700,16.56051155,8.708157647
52,Albania,ALB,26/5/2021,748986,479789,269197,2,2869700,16.7191344,9.380666969
53,Albania,ALB,27/5/2021,759043,481788,277255,0,2869700,16.78879325,9.661462871
54,Albania,ALB,30/5/2021,772204,485162,287042,1,2869700,16.90636652,10.00250897
55,Albania,ALB,31/5/2021,776461,486128,290333,1,2869700,16.94002857,10.11718995
56,Albania,ALB,1/6/2021,780342,487078,293264,1,2869700,16.97313308,10.21932606
57,Albania,ALB,3/6/2021,787321,490050,297271,0,2869700,17.07669791,10.35895738
58,Albania,ALB,6/6/2021,798624,492522,306102,0,2869700,17.16283932,10.6666899
59,Albania,ALB,7/6/2021,803682,493346,310336,0,2869700,17.19155312,10.81423145
60,Albania,ALB,8/6/2021,809992,494437,315555,1,2869700,17.22957104,10.99609715
61,Albania,ALB,9/6/2021,816556,496024,320532,0,2869700,17.28487298,11.16952992
62,Albania,ALB,10/6/2021,823053,498437,324616,0,2869700,17.36895843,11.31184444
63,Albania,ALB,11/6/2021,830281,501735,328546,0,2869700,17.48388333,11.44879256
64,Albania,ALB,12/6/2021,834868,503721,331147,1,2869700,17.55308917,11.53942921
65,Albania,ALB,13/6/2021,836430,504257,332173,0,2869700,17.57176708,11.57518207
66,Albania,ALB,14/6/2021,842535,507764,334771,0,2869700,17.69397498,11.66571419
67,Albania,ALB,15/6/2021,848430,507854,340576,0,2869700,17.6971112,11.86800014
68,Albania,ALB,16/6/2021,854227,509282,344945,1,2869700,17.7468725,12.02024602
69,Albania,ALB,17/6/2021,862628,511175,351453,0,2869700,17.81283758,12.24702931
70,Albania,ALB,20/6/2021,880912,515884,365028,0,2869700,17.97693139,12.72007527
71,Albania,ALB,21/6/2021,890052,519674,370378,0,2869700,18.10900094,12.90650591
72,Albania,ALB,22/6/2021,901429,525800,375629,1,2869700,18.32247273,13.08948671
73,Albania,ALB,23/6/2021,912874,532225,380649,0,2869700,18.54636373,13.26441788
74,Albania,ALB,24/6/2021,922886,537018,385868,0,2869700,18.71338467,13.44628358
75,Albania,ALB,28/6/2021,943439,547300,396139,0,2869700,19.07167997,13.80419556
76,Albania,ALB,29/6/2021,955498,556252,399246,0,2869700,19.38362895,13.91246472
77,Albania,ALB,30/6/2021,968034,564530,403504,0,2869700,19.67209116,14.0608426
78,Albania,ALB,1/7/2021,974486,567084,407402,0,2869700,19.76109001,14.19667561
79,Albania,ALB,2/7/2021,981499,569352,412147,0,2869700,19.84012266,14.3620239
80,Albania,ALB,4/7/2021,988550,571759,416791,0,2869700,19.92399902,14.52385267
81,Albania,ALB,5/7/2021,994081,574187,419894,0,2869700,20.00860717,14.63198244
82,Albania,ALB,6/7/2021,1000063,576905,423158,0,2869700,20.1033209,14.74572255
83,Albania,ALB,7/7/2021,1005663,579552,426111,0,2869700,20.19556051,14.84862529
84,Albania,ALB,8/7/2021,1011297,582106,429191,0,2869700,20.28455936,14.95595358
85,Albania,ALB,9/7/2021,1016554,584832,431722,0,2869700,20.37955187,15.04415096
86,Albania,ALB,10/7/2021,1021408,587238,434170,0,2869700,20.46339339,15.12945604
87,Albania,ALB,11/7/2021,1022802,587876,434926,0,2869700,20.48562568,15.15580026
88,Albania,ALB,12/7/2021,1029234,590476,438758,0,2869700,20.57622748,15.28933338
89,Albania,ALB,13/7/2021,1035667,592502,443165,0,2869700,20.64682719,15.44290344
90,Albania,ALB,14/7/2021,1043499,594669,448830,0,2869700,20.72234031,15.64031083
91,Albania,ALB,15/7/2021,1052108,596977,455131,0,2869700,20.80276684,15.85988082
92,Albania,ALB,16/7/2021,1060042,599387,460655,0,2869700,20.88674774,16.05237481
93,Albania,ALB,17/7/2021,1067135,601701,465434,0,2869700,20.96738335,16.2189079
94,Albania,ALB,18/7/2021,1069365,602460,466905,0,2869700,20.99383211,16.27016761
95,Albania,ALB,20/7/2021,1082424,609538,472886,0,2869700,21.2404781,16.47858661
96,Albania,ALB,21/7/2021,1095453,616592,478861,0,2869700,21.48628777,16.68679653
97,Albania,ALB,22/7/2021,1109785,624490,485295,0,2869700,21.76150817,16.91100115
98,Albania,ALB,25/7/2021,1138771,640047,498724,0,2869700,22.30362059,17.37895947
99,Albania,ALB,29/7/2021,1179769,660756,519013,1,2869700,23.02526396,18.08596717
100,Albania,ALB,30/7/2021,1190847,665632,525215,0,2869700,23.1951772,18.30208733
101,Albania,ALB,31/7/2021,1198933,670215,528718,0,2869700,23.3548803,18.42415584
102,Albania,ALB,1/8/2021,1203087,672765,530322,0,2869700,23.44373976,18.48005018
103,Albania,ALB,2/8/2021,1212761,677938,534823,0,2869700,23.62400251,18.63689584
104,Albania,ALB,3/8/2021,1221640,683052,538588,0,2869700,23.80220929,18.76809423
105,Albania,ALB,4/8/2021,1229405,687768,541637,0,2869700,23.96654703,18.87434227
106,Albania,ALB,5/8/2021,1238036,693000,545036,0,2869700,24.14886574,18.9927867
107,Albania,ALB,8/8/2021,1259952,706470,553482,1,2869700,24.61825278,19.28710318
108,Albania,ALB,10/8/2021,1280239,720232,560007,1,2869700,25.0978151,19.51447887
109,Albania,ALB,13/8/2021,1309995,742540,567455,0,2869700,25.87517859,19.77401819
110,Albania,ALB,15/8/2021,1321198,750965,570233,2,2869700,26.16876329,19.87082273
111,Albania,ALB,16/8/2021,1330754,757938,572816,1,2869700,26.41175036,19.96083214
112,Albania,ALB,17/8/2021,1340339,764997,575342,2,2869700,26.65773426,20.04885528
113,Albania,ALB,19/8/2021,1358228,776986,581242,3,2869700,27.07551312,20.25445168
114,Albania,ALB,21/8/2021,1373349,785724,587625,2,2869700,27.38000488,20.47687912
115,Albania,ALB,22/8/2021,1376763,787510,589253,2,2869700,27.44224135,20.53360978
116,Albania,ALB,23/8/2021,1386713,792663,594050,1,2869700,27.62180716,20.70077012
117,Albania,ALB,24/8/2021,1396390,797441,598949,0,2869700,27.7883054,20.87148482
118,Albania,ALB,25/8/2021,1405653,802394,603259,2,2869700,27.96090184,21.02167474
119,Albania,ALB,26/8/2021,1415907,807368,608539,3,2869700,28.13423006,21.2056661
120,Albania,ALB,27/8/2021,1427977,812555,615422,3,2869700,28.31498066,21.44551695
121,Albania,ALB,29/8/2021,1444764,818955,625809,3,2869700,28.53800049,21.80747116
122,Albania,ALB,30/8/2021,1458048,824170,633878,2,2869700,28.7197268,22.08865038
123,Albania,ALB,31/8/2021,1472316,830396,641920,3,2869700,28.93668328,22.36888873
124,Albania,ALB,1/9/2021,1485250,836613,648637,3,2869700,29.15332613,22.60295501
125,Albania,ALB,2/9/2021,1499898,844304,655594,3,2869700,29.42133324,22.84538453
126,Albania,ALB,6/9/2021,1539232,865281,673951,3,2869700,30.15231557,23.48506813
127,Albania,ALB,7/9/2021,1553626,872116,681510,4,2869700,30.39049378,23.74847545
128,Albania,ALB,8/9/2021,1567313,879459,687854,4,2869700,30.64637419,23.96954385
129,Albania,ALB,9/9/2021,1579402,885981,693421,5,2869700,30.87364533,24.16353626
130,Albania,ALB,10/9/2021,1589575,890978,698597,3,2869700,31.04777503,24.34390354
131,Albania,ALB,11/9/2021,1598196,895363,702833,4,2869700,31.20057846,24.49151479
132,Albania,ALB,12/9/2021,1601552,896926,704626,4,2869700,31.25504408,24.55399519
133,Albania,ALB,13/9/2021,1610157,900814,709343,4,2869700,31.39052863,24.71836777
134,Albania,ALB,14/9/2021,1618111,904594,713517,5,2869700,31.52224971,24.86381852
135,Albania,ALB,15/9/2021,1625636,908232,717404,5,2869700,31.64902255,24.99926822
136,Albania,ALB,16/9/2021,1632986,911372,721614,4,2869700,31.75844165,25.14597345
137,Albania,ALB,17/9/2021,1640239,914401,725838,6,2869700,31.86399275,25.29316653
138,Albania,ALB,19/9/2021,1649884,918307,731577,5,2869700,32.00010454,25.49315259
139,Albania,ALB,20/9/2021,1657595,921001,736594,6,2869700,32.09398195,25.66797923
140,Albania,ALB,21/9/2021,1665590,923771,741819,7,2869700,32.19050772,25.85005401
141,Albania,ALB,22/9/2021,1674093,926652,747441,7,2869700,32.29090149,26.04596299
142,Albania,ALB,23/9/2021,1683644,929624,754020,7,2869700,32.39446632,26.27522041
143,Albania,ALB,24/9/2021,1693555,932595,760960,8,2869700,32.49799631,26.51705753
144,Albania,ALB,27/9/2021,1715133,938985,776148,11,2869700,32.72066767,27.04631146
145,Albania,ALB,28/9/2021,1723996,941418,782578,13,2869700,32.80545005,27.27037669
146,Albania,ALB,29/9/2021,1732549,944011,788538,15,2869700,32.89580792,27.47806391
147,Albania,ALB,30/9/2021,1741373,946495,794878,17,2869700,32.98236749,27.69899293
148,Albania,ALB,1/10/2021,1749106,948553,800553,13,2869700,33.05408231,27.89674879
149,Albania,ALB,2/10/2021,1756040,950620,805420,7,2869700,33.12611074,28.0663484
150,Albania,ALB,4/10/2021,1764714,952949,811765,3,2869700,33.20726905,28.28745165
151,Albania,ALB,5/10/2021,1771542,955083,816459,5,2869700,33.28163223,28.45102275
152,Albania,ALB,6/10/2021,1778093,957147,820946,7,2869700,33.35355612,28.60738056
153,Albania,ALB,7/10/2021,1783984,958874,825110,9,2869700,33.41373663,28.75248284
154,Albania,ALB,8/10/2021,1789592,960652,828940,12,2869700,33.47569432,28.88594627
155,Albania,ALB,9/10/2021,1795351,962281,833070,7,2869700,33.53245984,29.02986375
156,Albania,ALB,12/10/2021,1810433,968117,842316,9,2869700,33.73582604,29.35205771
157,Albania,ALB,13/10/2021,1816580,970703,845877,6,2869700,33.82593999,29.47614733
158,Albania,ALB,17/10/2021,1836856,979655,857201,3,2869700,34.13788898,29.87075304
159,Albania,ALB,18/10/2021,1842661,982467,860194,10,2869700,34.23587831,29.97504966
160,Albania,ALB,19/10/2021,1848634,985320,863314,9,2869700,34.33529637,30.08377182
161,Albania,ALB,20/10/2021,1854615,988414,866201,12,2869700,34.44311252,30.18437467
162,Albania,ALB,21/10/2021,1860335,991371,868964,8,2869700,34.54615465,30.28065651
163,Albania,ALB,22/10/2021,1865942,994446,871496,6,2869700,34.65330871,30.36888873
164,Albania,ALB,24/10/2021,1873903,998130,875773,7,2869700,34.7816845,30.5179287
165,Albania,ALB,25/10/2021,1879391,1000993,878398,4,2869700,34.88145102,30.60940168
166,Albania,ALB,27/10/2021,1891041,1007734,883307,8,2869700,35.11635363,30.78046486
167,Albania,ALB,28/10/2021,1896652,1011039,885613,5,2869700,35.23152246,30.86082169
168,Albania,ALB,29/10/2021,1901824,1013959,887865,9,2869700,35.33327526,30.93929679
169,Albania,ALB,1/11/2021,1909861,1018154,891707,8,2869700,35.47945778,31.07317838
170,Albania,ALB,3/11/2021,1926604,1025180,898625,6,2869700,35.72429174,31.31424888
171,Albania,ALB,6/11/2021,1944676,1031588,904858,4,2869700,35.94759034,31.53144928
172,Albania,ALB,7/11/2021,1947148,1032457,905876,2,2869700,35.97787225,31.56692337
173,Albania,ALB,9/11/2021,1963359,1037546,910845,11,2869700,36.15520786,31.74007736
174,Albania,ALB,10/11/2021,1971973,1040015,913524,4,2869700,36.24124473,31.83343207
175,Albania,ALB,11/11/2021,1980231,1042227,916432,5,2869700,36.31832596,31.9347667
176,Albania,ALB,14/11/2021,2000104,1047822,924194,3,2869700,36.51329407,32.20524794
177,Albania,ALB,16/11/2021,2016954,1051540,930527,7,2869700,36.64285465,32.42593302
178,Albania,ALB,17/11/2021,2025561,1053553,933630,7,2869700,36.71300136,32.53406279
179,Albania,ALB,18/11/2021,2033766,1055690,936539,10,2869700,36.78746907,32.63543228
180,Albania,ALB,21/11/2021,2050342,1059927,942903,6,2869700,36.93511517,32.85719762
181,Albania,ALB,24/11/2021,2074670,1065961,951371,4,2869700,37.14538105,33.15228073
182,Albania,ALB,25/11/2021,2081782,1067769,953489,10,2869700,37.20838415,33.22608635
183,Albania,ALB,28/11/2021,2096897,1071871,959555,8,2869700,37.35132592,33.43746733
184,Albania,ALB,30/11/2021,2101039,1072645,961013,3,2869700,37.37829738,33.48827404
185,Albania,ALB,1/12/2021,2111797,1075332,965964,4,2869700,37.47193086,33.66080078
186,Albania,ALB,3/12/2021,2130714,1080490,971974,3,2869700,37.65167091,33.87023034
187,Albania,ALB,5/12/2021,2141863,1084071,975573,1,2869700,37.77645747,33.99564414
188,Albania,ALB,6/12/2021,2151065,1087187,978333,1,2869700,37.88504025,34.09182144
189,Albania,ALB,7/12/2021,2161198,1090591,981170,5,2869700,38.00365892,34.19068195
190,Albania,ALB,8/12/2021,2166207,1092316,982658,7,2869700,38.06376973,34.24253406
191,Albania,ALB,12/12/2021,2196145,1102621,992353,2,2869700,38.4228665,34.58037426
192,Albania,ALB,13/12/2021,2206089,1105501,995500,2,2869700,38.52322542,34.69003729
193,Albania,ALB,14/12/2021,2216402,1108572,998326,6,2869700,38.63024009,34.78851448
194,Albania,ALB,15/12/2021,2226267,1111494,1001189,4,2869700,38.73206258,34.888281
195,Albania,ALB,18/12/2021,2251010,1119430,1008465,2,2869700,39.00860717,35.14182667
196,Albania,ALB,21/12/2021,2270522,1126181,1013806,6,2869700,39.24385824,35.32794369
197,Albania,ALB,23/12/2021,2286235,1131547,1018549,2,2869700,39.43084643,35.49322229
198,Albania,ALB,28/12/2021,2316606,1141486,1031132,7,2869700,39.77718925,35.93170018
199,Albania,ALB,4/1/2022,2356290,1155638,1049525,2,2869700,40.27034185,36.57263825
200,Albania,ALB,5/1/2022,2367574,1160648,1053236,2,2869700,40.44492456,36.70195491
201,Albania,ALB,8/1/2022,2398207,1175177,1060267,0,2869700,40.95121441,36.9469631
202,Albania,ALB,10/1/2022,2410728,1179912,1064297,3,2869700,41.11621424,37.0873959
203,Albania,ALB,11/1/2022,2419734,1183130,1067328,1,2869700,41.2283514,37.19301669
204,Albania,ALB,30/1/2022,2523683,1210040,1111520,3,2869700,42.16608008,38.7329686
205,Albania,ALB,1/2/2022,2612804,1250672,1156751,4,2869700,43.58197721,40.30912639
206,Albania,ALB,6/2/2022,2634377,1255350,1166963,5,2869700,43.74499077,40.6649824
207,Albania,ALB,7/2/2022,2639523,1256409,1169470,4,2869700,43.78189358,40.75234345
208,Albania,ALB,13/2/2022,2661838,1261189,1179476,3,2869700,43.94846151,41.10102101
209,Albania,ALB,14/2/2022,2665804,1262067,1181246,4,2869700,43.97905704,41.16269993
210,Albania,ALB,15/2/2022,2669695,1262935,1182883,6,2869700,44.00930411,41.21974422
211,Albania,ALB,16/2/2022,2673183,1263745,1184292,3,2869700,44.03753006,41.26884343
212,Albania,ALB,20/2/2022,2683715,1265923,1188503,5,2869700,44.11342649,41.41558351
213,Albania,ALB,27/2/2022,2702638,1269746,1196277,2,2869700,44.24664599,41.68648291
214,Albania,ALB,1/3/2022,2708574,1270745,1198759,5,2869700,44.28145799,41.77297278
215,Albania,ALB,7/3/2022,2723146,1273369,1204250,3,2869700,44.37289612,41.96431683
216,Albania,ALB,10/3/2022,2729969,1274514,1206964,0,2869700,44.41279576,42.05889117
217,Albania,ALB,14/3/2022,2735318,1275463,1208831,0,2869700,44.44586542,42.12395024
218,Albania,ALB,15/3/2022,2737859,1275907,1209791,0,2869700,44.46133742,42.15740321
219,Albania,ALB,24/3/2022,2754244,1278902,1215199,0,2869700,44.56570373,42.34585497
220,Algeria,DZA,20/8/2021,4146091,3421279,724812,31,45061896,7.59239913,1.608480921
221,Algeria,DZA,4/9/2021,8000000,5000000,3000000,34,45061896,11.09584914,6.657509484
222,Algeria,DZA,25/9/2021,10049978,6017036,4032942,10,45061896,13.35282475,8.949783205
223,Algeria,DZA,24/10/2021,11080739,6328806,4751933,3,45061896,14.04469532,10.54534634
224,Algeria,DZA,27/10/2021,11148720,6351998,4796722,5,45061896,14.09616231,10.64474074
225,Algeria,DZA,30/10/2021,11179354,6364327,4815027,6,45061896,14.12352245,10.68536264
226,Algeria,DZA,2/11/2021,11271319,6399209,4872110,4,45061896,14.20093154,10.81203951
227,Algeria,DZA,8/11/2021,11316115,6418827,4897288,4,45061896,14.24446721,10.86791377
228,Algeria,DZA,13/11/2021,11376816,6446373,4930443,5,45061896,14.30559646,10.94149034
229,Algeria,DZA,21/11/2021,12008974,6697263,5298544,2,45061896,14.86236398,11.75836898
230,Algeria,DZA,22/11/2021,12032500,6703364,5314016,4,45061896,14.87590314,11.79270397
231,Algeria,DZA,25/11/2021,12076870,6716299,5340231,5,45061896,14.9046081,11.85087951
232,Algeria,DZA,29/11/2021,12145830,6740064,5380385,6,45061896,14.95734667,11.93998806
233,Algeria,DZA,30/11/2021,12293060,6875003,5391232,6,45061896,15.25679923,11.96405939
234,Algeria,DZA,14/12/2021,12437324,7019879,5554702,6,45061896,15.57830367,12.32682708
235,Algeria,DZA,21/12/2021,12545356,7060737,5609040,6,45061896,15.66897451,12.44741233
236,Algeria,DZA,9/1/2022,12974545,7247787,5796432,5,45061896,16.08407023,12.86326701
237,Algeria,DZA,8/2/2022,13461201,7403900,6003539,8,45061896,16.43051149,13.32287261
238,Algeria,DZA,20/2/2022,13631683,7456361,6076272,7,45061896,16.54693136,13.48427949
239,Algeria,DZA,9/3/2022,13704895,7461932,6110712,1,45061896,16.55929435,13.5607077
240,Andorra,AND,8/3/2021,3611,2439,1172,0,77355,3.152995928,1.515092754
241,Andorra,AND,10/3/2021,4914,3650,1264,0,77355,4.718505591,1.63402495
242,Andorra,AND,15/3/2021,8363,7098,1265,1,77355,9.175877448,1.635317691
243,Andorra,AND,5/4/2021,15269,9781,4484,0,77355,12.64430224,5.7966518
244,Andorra,AND,19/4/2021,26414,21733,4681,0,77355,28.09514576,6.051321828
245,Andorra,AND,26/4/2021,28503,23822,4681,0,77355,30.79568224,6.051321828
246,Andorra,AND,3/5/2021,28881,24182,4699,2,77355,31.2610691,6.074591171
247,Andorra,AND,10/5/2021,31633,26931,4702,0,77355,34.81481481,6.078469394
248,Andorra,AND,17/5/2021,32317,27613,4704,0,77355,35.69646435,6.081054877
249,Andorra,AND,31/5/2021,35916,27613,8303,0,77355,35.69646435,10.73363066
250,Andorra,AND,7/6/2021,41473,30535,10938,0,77355,39.47385431,14.14000388
251,Andorra,AND,14/6/2021,51107,34646,16416,0,77355,44.78831362,21.22164049
252,Andorra,AND,21/6/2021,63265,38667,24598,0,77355,49.98642622,31.79884946
253,Andorra,AND,28/6/2021,68329,41716,26613,0,77355,53.92799431,34.40372309
254,Andorra,AND,12/7/2021,70018,43008,27010,0,77355,55.59821602,34.91694137
255,Andorra,AND,19/7/2021,82349,48445,33904,0,77355,62.62685024,43.82909961
256,Andorra,AND,1/8/2021,86320,50747,35573,0,77355,65.60274061,45.98668477
257,Andorra,AND,15/8/2021,91660,51044,40616,0,77355,65.98668477,52.50597893
258,Andorra,AND,29/8/2021,95918,52910,43008,0,77355,68.39893995,55.59821602
259,Andorra,AND,26/9/2021,102032,54312,47720,0,77355,70.2113632,61.68961282
260,Andorra,AND,3/10/2021,102692,54383,48309,0,77355,70.30314782,62.45103742
261,Andorra,AND,31/10/2021,104534,54999,49535,0,77355,71.09947644,64.03593821
262,Andorra,AND,5/12/2021,106428,56095,50333,0,77355,72.51632086,65.06754573
263,Andorra,AND,12/12/2021,115709,56628,50551,0,77355,73.20535195,65.34936332
264,Andorra,AND,26/12/2021,117246,57085,51392,0,77355,73.7961347,66.43655872
265,Andorra,AND,16/1/2022,135421,57643,53046,0,77355,74.51748433,68.57475276
266,Andorra,AND,23/1/2022,140193,57709,53104,0,77355,74.60280525,68.64973176
267,Andorra,AND,6/2/2022,141962,57791,53208,0,77355,74.70881003,68.78417685
268,Andorra,AND,13/2/2022,142420,57797,53250,0,77355,74.71656648,68.83847198
269,Andorra,AND,20/2/2022,151284,57805,53301,0,77355,74.72690841,68.90440178
270,Andorra,AND,13/3/2022,151997,57817,53367,0,77355,74.7424213,68.98972271
271,Angola,AGO,12/5/2021,626572,586377,40195,3,34566172,1.696389754,0.11628421
272,Angola,AGO,18/5/2021,681502,606287,75215,18,34566172,1.753989421,0.217597135
273,Angola,AGO,21/5/2021,757535,630984,126551,8,34566172,1.825437888,0.366112279
274,Angola,AGO,26/5/2021,859979,663049,196930,4,34566172,1.918201992,0.569718857
275,Angola,AGO,31/5/2021,909215,679034,230181,7,34566172,1.964446627,0.665914062
276,Angola,AGO,8/6/2021,1115919,740289,375630,3,34566172,2.141657456,1.08669829
277,Angola,AGO,10/6/2021,1222630,774926,447704,8,34566172,2.241862362,1.295208506
278,Angola,AGO,15/6/2021,1314375,822109,492266,5,34566172,2.378362869,1.424126455
279,Angola,AGO,20/6/2021,1380174,866381,513793,3,34566172,2.506441847,1.486404106
280,Angola,AGO,24/6/2021,1432699,909119,523580,3,34566172,2.630082961,1.514717916
281,Angola,AGO,28/6/2021,1488292,943301,544991,2,34566172,2.728971551,1.576659978
282,Angola,AGO,5/7/2021,1513460,951772,561688,3,34566172,2.753478169,1.624964431
283,Angola,AGO,12/7/2021,1558201,958373,599828,6,34566172,2.772574875,1.735303522
284,Angola,AGO,19/7/2021,1592537,958373,634164,3,34566172,2.772574875,1.834637634
285,Angola,AGO,3/8/2021,1680059,969946,710113,2,34566172,2.806055585,2.054358232
286,Angola,AGO,9/8/2021,1695588,972978,722610,5,34566172,2.814827167,2.090512076
287,Angola,AGO,16/8/2021,1727488,1000191,727297,14,34566172,2.893554427,2.104071576
288,Angola,AGO,20/8/2021,1754073,1025762,728311,8,34566172,2.967531377,2.10700508
289,Angola,AGO,25/8/2021,1841568,1110558,731010,3,34566172,3.212846363,2.114813292
290,Angola,AGO,1/9/2021,2086325,1165755,920570,7,34566172,3.372531387,2.663210725
291,Angola,AGO,11/9/2021,2469333,1510880,958453,9,34566172,4.370978655,2.772806315
292,Angola,AGO,19/9/2021,2820134,1836547,983587,10,34566172,5.313133893,2.845519024
293,Angola,AGO,26/9/2021,3134137,2127405,1006732,16,34566172,6.154586629,2.912477552
294,Angola,AGO,8/10/2021,4074677,2863708,1210969,5,34566172,8.28471258,3.503335573
295,Angola,AGO,14/10/2021,4448653,3158501,1290152,8,34566172,9.137549278,3.73241214
296,Angola,AGO,18/10/2021,5224697,3787300,1437397,2,34566172,10.95666596,4.158392199
297,Angola,AGO,20/10/2021,5661085,4126328,1534757,8,34566172,11.93747459,4.440054861
298,Angola,AGO,26/10/2021,6164219,4498272,1665947,4,34566172,13.01350928,4.819587775
299,Angola,AGO,2/11/2021,6647925,4846094,1801831,3,34566172,14.01975897,5.21270044
300,Angola,AGO,7/11/2021,7246966,5269623,1977343,0,34566172,15.24502916,5.720456983
301,Angola,AGO,11/11/2021,7806481,5802574,2003907,0,34566172,16.78685739,5.797306685
302,Angola,AGO,18/11/2021,8231981,5950213,2281768,0,34566172,17.2139773,6.601159075
303,Angola,AGO,21/11/2021,8798259,6145451,2652808,1,34566172,17.77880119,7.674578487
304,Angola,AGO,24/11/2021,9026310,6266044,2760266,0,34566172,18.12767697,7.985454681
