,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio,Percantage of vaccinated ppl
21084,Montenegro,MNE,27/2/2022,663295,288547,280110,2,628053,45.94309716,44.59973919
21085,Montenegro,MNE,28/2/2022,663335,288551,280116,0,628053,45.94373405,44.60069453
21086,Montenegro,MNE,1/3/2022,663653,288602,280203,2,628053,45.95185438,44.61454686
21087,Montenegro,MNE,2/3/2022,663918,288664,280281,4,628053,45.96172616,44.6269662
21088,Montenegro,MNE,3/3/2022,664152,288709,280343,2,628053,45.96889116,44.63683797
21089,Montenegro,MNE,4/3/2022,664436,288779,280419,0,628053,45.98003672,44.64893886
21090,Montenegro,MNE,5/3/2022,664676,288838,280487,0,628053,45.98943083,44.65976598
21091,Montenegro,MNE,6/3/2022,664761,288854,280507,2,628053,45.99197838,44.66295042
21092,Montenegro,MNE,7/3/2022,664795,288859,280519,1,628053,45.9927745,44.66486109
21093,Montenegro,MNE,8/3/2022,665061,288923,280596,0,628053,46.00296472,44.6771212
21094,Montenegro,MNE,9/3/2022,665247,288958,280668,1,628053,46.0085375,44.6885852
21095,Montenegro,MNE,10/3/2022,665432,288998,280723,3,628053,46.01490639,44.69734242
21096,Montenegro,MNE,11/3/2022,665798,289076,280847,1,628053,46.02732572,44.71708598
21097,Montenegro,MNE,13/3/2022,665962,289124,280901,0,628053,46.03496839,44.72568398
21098,Montenegro,MNE,14/3/2022,665970,289125,280906,0,628053,46.03512761,44.72648009
21099,Montenegro,MNE,15/3/2022,666203,289186,280975,1,628053,46.04484016,44.73746642
21100,Montenegro,MNE,16/3/2022,666356,289221,281011,0,628053,46.05041294,44.74319842
21101,Montenegro,MNE,17/3/2022,666526,289252,281058,2,628053,46.05534883,44.75068187
21102,Montenegro,MNE,19/3/2022,666864,289335,281166,1,628053,46.06856428,44.76787787
21103,Montenegro,MNE,20/3/2022,666958,289362,281190,0,628053,46.07286328,44.7716992
21104,Montenegro,MNE,21/3/2022,666973,289367,281194,0,628053,46.07365939,44.77233609
21105,Montenegro,MNE,22/3/2022,667161,289417,281248,0,628053,46.0816205,44.78093409
21106,Montenegro,MNE,23/3/2022,667315,289447,281294,0,628053,46.08639717,44.78825832
21107,Montenegro,MNE,24/3/2022,667509,289496,281349,0,628053,46.09419906,44.79701554
21108,Montenegro,MNE,25/3/2022,667673,289530,281399,0,628053,46.09961261,44.80497665
21109,Montenegro,MNE,26/3/2022,667880,289587,281463,2,628053,46.10868828,44.81516687
21110,Montenegro,MNE,27/3/2022,668009,289637,281506,0,628053,46.11664939,44.82201343
21111,Montenegro,MNE,28/3/2022,668025,289643,281511,0,628053,46.11760472,44.82280954
21112,Montenegro,MNE,29/3/2022,668206,289687,281571,0,628053,46.1246105,44.83236287
21113,Montserrat,MSR,10/3/2021,932,892,40,0,4977,17.92244324,0.803697006
21114,Montserrat,MSR,17/3/2021,1306,1112,194,0,4977,22.34277677,3.89793048
21115,Montserrat,MSR,31/3/2021,1542,1266,276,0,4977,25.43701025,5.545509343
21116,Montserrat,MSR,14/4/2021,1751,1284,467,0,4977,25.7986739,9.383162548
21117,Montserrat,MSR,21/4/2021,1909,1293,616,0,4977,25.97950573,12.3769339
21118,Montserrat,MSR,21/5/2021,2428,1342,1086,0,4977,26.96403456,21.82037372
21119,Montserrat,MSR,28/5/2021,2522,1358,1164,0,4977,27.28551336,23.38758288
21120,Montserrat,MSR,11/6/2021,2584,1389,1195,0,4977,27.90837854,24.01044806
21121,Montserrat,MSR,18/6/2021,2600,1394,1206,0,4977,28.00884067,24.23146474
21122,Montserrat,MSR,25/6/2021,2640,1411,1229,0,4977,28.35041189,24.69359052
21123,Montserrat,MSR,2/7/2021,2651,1418,1233,0,4977,28.49105887,24.77396022
21124,Montserrat,MSR,9/7/2021,2695,1435,1260,0,4977,28.8326301,25.3164557
21125,Montserrat,MSR,16/7/2021,2710,1435,1275,0,4977,28.8326301,25.61784207
21126,Montserrat,MSR,23/7/2021,2730,1439,1291,0,4977,28.9129998,25.93932088
21127,Montserrat,MSR,30/7/2021,2791,1454,1337,0,4977,29.21438618,26.86357243
21128,Montserrat,MSR,6/8/2021,2828,1460,1368,0,4977,29.33494073,27.48643761
21129,Montserrat,MSR,3/9/2021,2837,1466,1371,0,4977,29.45549528,27.54671489
21130,Montserrat,MSR,10/9/2021,2840,1466,1374,0,4977,29.45549528,27.60699216
21131,Montserrat,MSR,17/9/2021,2856,1472,1384,0,4977,29.57604983,27.80791642
21132,Montserrat,MSR,24/9/2021,2871,1483,1388,0,4977,29.79706651,27.88828612
21133,Montserrat,MSR,8/10/2021,2911,1502,1409,0,4977,30.17882258,28.31022704
21134,Montserrat,MSR,12/11/2021,2949,1531,1417,0,4977,30.76150291,28.47096645
21135,Montserrat,MSR,23/12/2021,3020,1547,1472,0,4977,31.08298172,29.57604983
21136,Montserrat,MSR,7/1/2022,3092,1612,1479,0,4977,32.38898935,29.71669681
21137,Montserrat,MSR,14/1/2022,3447,1751,1488,0,4977,35.18183645,29.89752863
21138,Montserrat,MSR,21/1/2022,3691,1789,1517,0,4977,35.9453486,30.48020896
21139,Montserrat,MSR,28/1/2022,3804,1826,1593,0,4977,36.68876833,32.00723327
21140,Montserrat,MSR,4/2/2022,3838,1827,1599,0,4977,36.70886076,32.12778782
21141,Montserrat,MSR,11/2/2022,3951,1842,1697,0,4977,37.01024714,34.09684549
21142,Montserrat,MSR,18/2/2022,4071,1861,1739,0,4977,37.39200321,34.94072735
21143,Montserrat,MSR,25/2/2022,4089,1869,1749,0,4977,37.55274262,35.1416516
21144,Montserrat,MSR,11/3/2022,4159,1887,1783,0,4977,37.91440627,35.82479405
21145,Montserrat,MSR,25/3/2022,4211,1897,1804,0,4977,38.11533052,36.24673498
21146,Morocco,MAR,19/2/2021,2362150,2357283,4867,7,37599544,6.269445715,0.012944306
21147,Morocco,MAR,20/2/2021,2461192,2447716,13476,16,37599544,6.509961929,0.03584086
21148,Morocco,MAR,22/2/2021,2575684,2552017,23667,6,37599544,6.78736157,0.062944912
21149,Morocco,MAR,23/2/2021,2667091,2635859,31232,5,37599544,7.010348317,0.083064837
21150,Morocco,MAR,24/2/2021,2948945,2911635,37310,15,37599544,7.743804021,0.099229927
21151,Morocco,MAR,25/2/2021,3204105,3160479,43626,18,37599544,8.405631196,0.116028003
21152,Morocco,MAR,26/2/2021,3424295,3327858,96437,6,37599544,8.85079351,0.256484494
21153,Morocco,MAR,27/2/2021,3597903,3435997,161906,10,37599544,9.138400721,0.430606286
21154,Morocco,MAR,1/3/2021,3801650,3568670,232980,8,37599544,9.491258724,0.619635174
21155,Morocco,MAR,2/3/2021,3951325,3657468,293857,14,37599544,9.727426482,0.781544053
21156,Morocco,MAR,3/3/2021,4105862,3745173,360689,8,37599544,9.960687289,0.959290889
21157,Morocco,MAR,4/3/2021,4233129,3820097,413032,8,37599544,10.15995566,1.098502684
21158,Morocco,MAR,5/3/2021,4377629,3877687,499942,16,37599544,10.31312241,1.329649104
21159,Morocco,MAR,6/3/2021,4492557,3913615,578942,4,37599544,10.40867676,1.539758035
21160,Morocco,MAR,8/3/2021,4613292,3961941,651351,6,37599544,10.53720492,1.732337499
21161,Morocco,MAR,9/3/2021,4734200,4017087,717113,1,37599544,10.68387159,1.907238556
21162,Morocco,MAR,10/3/2021,4934283,4080009,854274,12,37599544,10.85121937,2.272032874
21163,Morocco,MAR,11/3/2021,5102685,4130606,972079,10,37599544,10.98578749,2.585347844
21164,Morocco,MAR,12/3/2021,5394092,4169133,1224959,7,37599544,11.08825416,3.257909192
21165,Morocco,MAR,13/3/2021,5682508,4210770,1471738,4,37599544,11.1989922,3.914244279
21166,Morocco,MAR,15/3/2021,5992783,4225311,1767472,5,37599544,11.23766554,4.700780414
21167,Morocco,MAR,16/3/2021,6197382,4236386,1960996,10,37599544,11.26712069,5.215478145
21168,Morocco,MAR,17/3/2021,6360732,4244651,2116081,4,37599544,11.28910234,5.627943254
21169,Morocco,MAR,19/3/2021,6611161,4258813,2352348,3,37599544,11.32676769,6.256320555
21170,Morocco,MAR,20/3/2021,6687548,4264168,2423380,7,37599544,11.34100988,6.44523774
21171,Morocco,MAR,22/3/2021,6781503,4264761,2516742,4,37599544,11.34258703,6.693543943
21172,Morocco,MAR,23/3/2021,6858400,4265196,2593204,2,37599544,11.34374396,6.896902792
21173,Morocco,MAR,24/3/2021,7128976,4284060,2844916,6,37599544,11.39391478,7.56635772
21174,Morocco,MAR,25/3/2021,7360398,4289281,3071117,11,37599544,11.40780058,8.16796342
21175,Morocco,MAR,26/3/2021,7525286,4293544,3231742,2,37599544,11.41913849,8.59516275
21176,Morocco,MAR,27/3/2021,7634475,4302183,3332292,5,37599544,11.44211483,8.862586206
21177,Morocco,MAR,29/3/2021,7758500,4302897,3455603,0,37599544,11.44401379,9.19054497
21178,Morocco,MAR,30/3/2021,7882300,4315802,3566498,9,37599544,11.47833601,9.485482058
21179,Morocco,MAR,31/3/2021,7994600,4320349,3674251,6,37599544,11.49042925,9.772062661
21180,Morocco,MAR,1/4/2021,8096454,4329244,3767210,5,37599544,11.51408645,10.01929704
21181,Morocco,MAR,2/4/2021,8171651,4331082,3840569,7,37599544,11.5189748,10.21440313
21182,Morocco,MAR,3/4/2021,8240870,4348995,3891875,10,37599544,11.56661634,10.35085691
21183,Morocco,MAR,5/4/2021,8303056,4352033,3951023,8,37599544,11.57469623,10.50816733
21184,Morocco,MAR,6/4/2021,8375241,4382917,3992324,7,37599544,11.65683552,10.61801175
21185,Morocco,MAR,7/4/2021,8448106,4410023,4038083,8,37599544,11.72892682,10.73971269
21186,Morocco,MAR,8/4/2021,8509229,4433939,4075290,2,37599544,11.79253397,10.83866868
21187,Morocco,MAR,9/4/2021,8552304,4449047,4103257,6,37599544,11.83271531,10.9130499
21188,Morocco,MAR,10/4/2021,8606571,4471831,4134740,12,37599544,11.89331179,10.9967823
21189,Morocco,MAR,11/4/2021,8635238,4486628,4148610,6,37599544,11.93266599,11.03367105
21190,Morocco,MAR,13/4/2021,8650872,4495477,4155395,9,37599544,11.95620085,11.05171648
21191,Morocco,MAR,14/4/2021,8696100,4529399,4166701,6,37599544,12.04642003,11.08178599
21192,Morocco,MAR,15/4/2021,8728449,4554000,4174449,5,37599544,12.11184902,11.10239262
21193,Morocco,MAR,16/4/2021,8763819,4583664,4180155,7,37599544,12.19074359,11.11756834
21194,Morocco,MAR,17/4/2021,8841456,4655007,4186449,7,37599544,12.38048791,11.13430791
21195,Morocco,MAR,19/4/2021,8860662,4672326,4188336,1,37599544,12.42654964,11.13932658
21196,Morocco,MAR,20/4/2021,8878445,4684557,4193888,7,37599544,12.45907929,11.15409272
21197,Morocco,MAR,21/4/2021,8901652,4697873,4203779,7,37599544,12.49449461,11.18039889
21198,Morocco,MAR,22/4/2021,8914956,4707658,4207298,10,37599544,12.52051887,11.18975805
21199,Morocco,MAR,23/4/2021,8941120,4723635,4217485,7,37599544,12.5630114,11.21685146
21200,Morocco,MAR,26/4/2021,8951316,4731440,4219876,4,37599544,12.58376963,11.22321058
21201,Morocco,MAR,27/4/2021,9041985,4808303,4233682,7,37599544,12.78819498,11.25992911
21202,Morocco,MAR,28/4/2021,9239973,4985094,4254879,6,37599544,13.25838952,11.31630479
21203,Morocco,MAR,30/4/2021,9315054,5054642,4260412,5,37599544,13.44335985,11.3310204
21204,Morocco,MAR,1/5/2021,9315844,5055239,4260605,3,37599544,13.44494763,11.3315337
21205,Morocco,MAR,3/5/2021,9389397,5107128,4282269,2,37599544,13.58295196,11.38915142
21206,Morocco,MAR,4/5/2021,9558639,5231766,4326873,4,37599544,13.91444003,11.50778052
21207,Morocco,MAR,5/5/2021,9680954,5334087,4346867,6,37599544,14.18657365,11.5609567
21208,Morocco,MAR,7/5/2021,9793139,5429878,4363261,6,37599544,14.44134003,11.60455829
21209,Morocco,MAR,8/5/2021,9864561,5473809,4390752,8,37599544,14.55817922,11.67767354
21210,Morocco,MAR,10/5/2021,10131795,5726928,4404867,8,37599544,15.23137621,11.71521389
21211,Morocco,MAR,11/5/2021,10317649,5903593,4414056,5,37599544,15.70123563,11.73965301
21212,Morocco,MAR,12/5/2021,10436046,5994379,4441667,6,37599544,15.94269069,11.81308741
21213,Morocco,MAR,14/5/2021,10491095,6040109,4450986,3,37599544,16.0643145,11.83787229
21214,Morocco,MAR,15/5/2021,10672075,6171437,4500638,1,37599544,16.41359534,11.96992708
21215,Morocco,MAR,17/5/2021,11001373,6458947,4542426,0,37599544,17.17825886,12.08106673
21216,Morocco,MAR,18/5/2021,11349546,6768161,4581385,6,37599544,18.0006465,12.18468235
21217,Morocco,MAR,19/5/2021,11703585,7029682,4673903,1,37599544,18.69618951,12.43074384
21218,Morocco,MAR,20/5/2021,12015720,7267431,4748289,1,37599544,19.32850835,12.62858135
21219,Morocco,MAR,21/5/2021,12285298,7467468,4817830,3,37599544,19.8605281,12.81353306
21220,Morocco,MAR,22/5/2021,12467071,7635674,4831397,6,37599544,20.3078899,12.84961594
21221,Morocco,MAR,24/5/2021,12707952,7832620,4875332,3,37599544,20.83168881,12.96646576
21222,Morocco,MAR,25/5/2021,13165669,8168964,4996705,4,37599544,21.72623157,13.28927021
21223,Morocco,MAR,31/5/2021,14143401,8674931,5468470,5,37599544,23.07190481,14.54397958
21224,Morocco,MAR,1/6/2021,14413974,8772982,5640992,4,37599544,23.33268191,15.00282025
21225,Morocco,MAR,2/6/2021,14614443,8869486,5744957,7,37599544,23.58934459,15.27932626
21226,Morocco,MAR,3/6/2021,14913162,9072565,5840597,6,37599544,24.12945487,15.53369105
21227,Morocco,MAR,5/6/2021,15007487,9108843,5898644,4,37599544,24.22594008,15.68807324
21228,Morocco,MAR,7/6/2021,15380193,9216223,6163970,5,37599544,24.51152865,16.39373605
21229,Morocco,MAR,8/6/2021,15798674,9341497,6457177,3,37599544,24.84470822,17.17355136
21230,Morocco,MAR,9/6/2021,16042670,9354932,6687738,6,37599544,24.88044004,17.78675295
21231,Morocco,MAR,10/6/2021,16237673,9359017,6878656,3,37599544,24.89130453,18.29451974
21232,Morocco,MAR,11/6/2021,16409704,9362000,7047704,2,37599544,24.89923814,18.74412094
21233,Morocco,MAR,12/6/2021,16457911,9363220,7094691,10,37599544,24.90248286,18.86908788
21234,Morocco,MAR,14/6/2021,16689797,9365541,7324256,4,37599544,24.90865581,19.4796405
21235,Morocco,MAR,15/6/2021,16888377,9368046,7520331,2,37599544,24.91531812,20.00112289
21236,Morocco,MAR,16/6/2021,17053367,9369489,7683878,4,37599544,24.91915593,20.43609359
21237,Morocco,MAR,17/6/2021,17261906,9372198,7889708,4,37599544,24.92636081,20.98352044
21238,Morocco,MAR,18/6/2021,17431869,9374710,8057159,4,37599544,24.93304174,21.42887424
21239,Morocco,MAR,19/6/2021,17494081,9375240,8118841,8,37599544,24.93445133,21.59292411
21240,Morocco,MAR,21/6/2021,18045561,9594360,8451201,1,37599544,25.51722436,22.476871
21241,Morocco,MAR,23/6/2021,18251766,9685199,8566567,3,37599544,25.75882037,22.78369919
21242,Morocco,MAR,24/6/2021,18432231,9756702,8675529,7,37599544,25.94899023,23.07349525
21243,Morocco,MAR,25/6/2021,18605356,9810963,8794393,11,37599544,26.09330315,23.38962675
21244,Morocco,MAR,26/6/2021,18645063,9822096,8822967,3,37599544,26.12291255,23.46562235
21245,Morocco,MAR,28/6/2021,18862912,9908882,8954030,4,37599544,26.35372918,23.81419838
21246,Morocco,MAR,30/6/2021,19109805,9993673,9116132,9,37599544,26.5792399,24.24532595
21247,Morocco,MAR,1/7/2021,19169576,10028791,9140785,4,37599544,26.67263997,24.31089324
21248,Morocco,MAR,2/7/2021,19219432,10059937,9159495,2,37599544,26.75547608,24.36065448
21249,Morocco,MAR,3/7/2021,19226243,10064283,9161960,9,37599544,26.76703473,24.36721041
21250,Morocco,MAR,4/7/2021,19230033,10067573,9162460,8,37599544,26.77578483,24.36854021
21251,Morocco,MAR,5/7/2021,19300988,10119393,9181595,4,37599544,26.91360565,24.41943179
21252,Morocco,MAR,6/7/2021,19355349,10160373,9194976,10,37599544,27.02259634,24.45501999
21253,Morocco,MAR,7/7/2021,19471423,10266670,9204753,7,37599544,27.30530455,24.48102296
21254,Morocco,MAR,8/7/2021,19531342,10317807,9213535,5,37599544,27.44130886,24.50437963
21255,Morocco,MAR,9/7/2021,19570153,10349861,9220292,5,37599544,27.5265599,24.52235059
21256,Morocco,MAR,10/7/2021,19578370,10356845,9221525,5,37599544,27.54513459,24.52562989
21257,Morocco,MAR,11/7/2021,19579875,10358218,9221657,9,37599544,27.54878623,24.52598095
21258,Morocco,MAR,12/7/2021,19862881,10552219,9310662,9,37599544,28.06475259,24.76269925
21259,Morocco,MAR,13/7/2021,20122946,10713551,9409395,15,37599544,28.49383227,25.0252902
21260,Morocco,MAR,14/7/2021,20343869,10854278,9489591,11,37599544,28.86811074,25.23858002
21261,Morocco,MAR,15/7/2021,20794848,11185961,9608887,9,37599544,29.75025708,25.55586046
21262,Morocco,MAR,17/7/2021,20833568,11213841,9619727,9,37599544,29.82440691,25.5846906
21263,Morocco,MAR,18/7/2021,20840340,11219675,9620665,7,37599544,29.83992306,25.58718531
21264,Morocco,MAR,19/7/2021,21292611,11555970,9736641,16,37599544,30.7343355,25.89563586
21265,Morocco,MAR,22/7/2021,21486676,11699533,9787143,12,37599544,31.11615662,26.02995132
21266,Morocco,MAR,24/7/2021,21522436,11728171,9794265,19,37599544,31.19232244,26.04889304
21267,Morocco,MAR,25/7/2021,21546138,11748418,9797720,23,37599544,31.2461715,26.05808198
21268,Morocco,MAR,26/7/2021,21926072,12061160,9864912,30,37599544,32.07794222,26.23678628
21269,Morocco,MAR,27/7/2021,22444407,12520195,9924212,22,37599544,33.29879479,26.39450095
21270,Morocco,MAR,28/7/2021,22986926,12971479,10015447,27,37599544,34.49903275,26.63715017
21271,Morocco,MAR,29/7/2021,23482886,13388726,10094160,27,37599544,35.60874568,26.8464958
21272,Morocco,MAR,30/7/2021,23649478,13537493,10111985,32,37599544,36.00440739,26.89390329
21273,Morocco,MAR,31/7/2021,23755510,13631005,10124505,35,37599544,36.25311254,26.92720156
21274,Morocco,MAR,1/8/2021,23802188,13672764,10129424,53,37599544,36.36417505,26.94028417
21275,Morocco,MAR,2/8/2021,24257310,13973650,10283660,48,37599544,37.16441348,27.35049127
21276,Morocco,MAR,3/8/2021,25156226,14581754,10574472,52,37599544,38.78173097,28.12393682
21277,Morocco,MAR,5/8/2021,25542596,14809114,10733482,66,37599544,39.38641915,28.54684089
21278,Morocco,MAR,6/8/2021,25851862,14981732,10870130,72,37599544,39.84551515,28.91027083
21279,Morocco,MAR,7/8/2021,25933900,15037701,10896199,76,37599544,39.99437068,28.97960411
21280,Morocco,MAR,8/8/2021,25968795,15065672,10903123,92,37599544,40.06876254,28.99801923
21281,Morocco,MAR,9/8/2021,26412218,15342370,11069848,80,37599544,40.8046704,29.44144216
21282,Morocco,MAR,10/8/2021,26537588,15423440,11114148,69,37599544,41.02028471,29.55926274
21283,Morocco,MAR,11/8/2021,26952946,15717132,11235814,105,37599544,41.80138993,29.88284645
21284,Morocco,MAR,12/8/2021,27334160,16034986,11299174,98,37599544,42.64675657,30.05135913
21285,Morocco,MAR,13/8/2021,27561271,16192313,11368958,104,37599544,43.06518451,30.23695713
21286,Morocco,MAR,14/8/2021,27630059,16240404,11389655,112,37599544,43.19308766,30.29200301
21287,Morocco,MAR,15/8/2021,27664344,16262278,11402066,110,37599544,43.2512639,30.32501139
21288,Morocco,MAR,16/8/2021,28134240,16493799,11640441,84,37599544,43.86701871,30.95899514
21289,Morocco,MAR,17/8/2021,28721160,16740875,11980285,102,37599544,44.5241437,31.86284653
21290,Morocco,MAR,18/8/2021,29303420,16961675,12341745,123,37599544,45.11138486,32.82418797
21291,Morocco,MAR,19/8/2021,29856013,17156411,12699602,103,37599544,45.62930604,33.77594686
21292,Morocco,MAR,20/8/2021,30030540,17220526,12810014,127,37599544,45.79982672,34.06959935
21293,Morocco,MAR,21/8/2021,30136555,17261839,12874716,115,37599544,45.90970305,34.24168123
21294,Morocco,MAR,22/8/2021,30199776,17288054,12911722,90,37599544,45.97942464,34.34010264
21295,Morocco,MAR,23/8/2021,30680402,17489039,13191363,115,37599544,46.5139657,35.08383772
21296,Morocco,MAR,24/8/2021,31248289,17693422,13554867,97,37599544,47.0575441,36.0506154
21297,Morocco,MAR,27/8/2021,32437049,18162608,14274441,97,37599544,48.30539434,37.96439925
21298,Morocco,MAR,28/8/2021,32541843,18204563,14337280,92,37599544,48.41697814,38.13152628
21299,Morocco,MAR,29/8/2021,33008946,18379071,14629875,93,37599544,48.88110079,38.90971391
21300,Morocco,MAR,31/8/2021,33721703,18701155,15020548,103,37599544,49.73771756,39.94875044
21301,Morocco,MAR,1/9/2021,34160942,18875138,15285804,109,37599544,50.20044392,40.65422708
21302,Morocco,MAR,3/9/2021,34517659,19041052,15476607,70,37599544,50.64170991,41.16168802
21303,Morocco,MAR,4/9/2021,34640535,19110905,15529630,104,37599544,50.82749142,41.30270835
21304,Morocco,MAR,5/9/2021,34688815,19136490,15552325,70,37599544,50.89553746,41.36306813
21305,Morocco,MAR,6/9/2021,35522072,19529591,15992481,0,37599544,51.94103152,42.53370998
21306,Morocco,MAR,8/9/2021,35722890,19620474,16102416,79,37599544,52.18274456,42.82609385
21307,Morocco,MAR,9/9/2021,36003650,19745725,16257925,72,37599544,52.51586296,43.23968663
21308,Morocco,MAR,10/9/2021,36271200,19884992,16386208,74,37599544,52.88625841,43.58086896
21309,Morocco,MAR,14/9/2021,37238088,20362745,16875343,0,37599544,54.1568935,44.88177569
21310,Morocco,MAR,19/9/2021,38436040,21006394,17429646,48,37599544,55.86874671,46.35600368
21311,Morocco,MAR,22/9/2021,39523919,21580332,17943587,51,37599544,57.39519607,47.72288462
21312,Morocco,MAR,25/9/2021,40273386,21915897,18357489,26,37599544,58.287667,48.82370116
21313,Morocco,MAR,28/9/2021,41099861,22309639,18790222,32,37599544,59.33486587,49.97460076
21314,Morocco,MAR,2/10/2021,41995999,22748069,19247930,23,37599544,60.50091725,51.19192403
21315,Morocco,MAR,9/10/2021,43122611,23023859,20098752,14,37599544,61.23441018,53.45477594
21316,Morocco,MAR,13/10/2021,44069544,23139440,20587049,11,37599544,61.54181019,54.75345392
21317,Morocco,MAR,17/10/2021,44867769,23236666,20925569,4,37599544,61.80039311,55.65378399
21318,Morocco,MAR,19/10/2021,45249522,23333590,21116355,17,37599544,62.05817283,56.16119972
21319,Morocco,MAR,24/10/2021,46094289,23662317,21449332,6,37599544,62.93245737,57.04678759
21320,Morocco,MAR,26/10/2021,47152928,24053942,21835545,9,37599544,63.97402586,58.07396228
21321,Morocco,MAR,31/10/2021,47633925,24198013,22041110,7,37599544,64.35719806,58.62068434
21322,Morocco,MAR,2/11/2021,47867990,24259320,22144227,10,37599544,64.52025056,58.894935
21323,Morocco,MAR,6/11/2021,48083925,24311560,22253789,3,37599544,64.65918842,59.18632683
21324,Morocco,MAR,14/11/2021,48422828,24458506,22490963,3,37599544,65.05000699,59.8171164
21325,Morocco,MAR,17/11/2021,48561070,24477239,22587253,1,37599544,65.0998294,60.07320993
21326,Morocco,MAR,21/11/2021,48614680,24484400,22625602,3,37599544,65.11887485,60.17520319
21327,Morocco,MAR,24/11/2021,48719196,24498454,22692532,2,37599544,65.15625296,60.35321067
21328,Morocco,MAR,28/11/2021,48782427,24507912,22730482,1,37599544,65.18140752,60.45414274
21329,Morocco,MAR,29/11/2021,48851348,24517118,22764566,0,37599544,65.20589186,60.54479278
21330,Morocco,MAR,4/12/2021,48993040,24529352,22802956,2,37599544,65.23842949,60.64689508
21331,Morocco,MAR,8/12/2021,49191138,24547579,22844707,0,37599544,65.28690614,60.75793632
21332,Morocco,MAR,12/12/2021,49316418,24561724,22872596,1,37599544,65.32452628,60.83211009
21333,Morocco,MAR,14/12/2021,49470641,24573352,22895600,2,37599544,65.35545218,60.89329168
21334,Morocco,MAR,19/12/2021,49727533,24592087,22929634,4,37599544,65.40527992,60.98380874
21335,Morocco,MAR,22/12/2021,50009798,24610902,22963095,4,37599544,65.45532042,61.07280184
21336,Morocco,MAR,27/12/2021,50265580,24630172,22994609,1,37599544,65.50657104,61.15661669
21337,Morocco,MAR,2/1/2022,50598290,24658655,23031985,2,37599544,65.58232462,61.25602215
21338,Morocco,MAR,4/1/2022,50804376,24670739,23047095,7,37599544,65.6144633,61.29620881
21339,Morocco,MAR,10/1/2022,51203047,24695000,23079874,7,37599544,65.67898802,61.38338805
21340,Morocco,MAR,12/1/2022,51321365,24701243,23088979,12,37599544,65.69559195,61.40760377
21341,Morocco,MAR,16/1/2022,51505974,24710686,23106382,9,37599544,65.72070661,61.45388891
21342,Morocco,MAR,18/1/2022,51664735,24720297,23120262,18,37599544,65.74626809,61.49080425
21343,Morocco,MAR,22/1/2022,51893809,24733639,23142106,35,37599544,65.78175257,61.5489007
21344,Morocco,MAR,25/1/2022,52024434,24741440,23154349,35,37599544,65.80250016,61.58146226
21345,Morocco,MAR,26/1/2022,52076304,24744892,23159603,34,37599544,65.81168112,61.59543584
21346,Morocco,MAR,30/1/2022,52203154,24752462,23171492,28,37599544,65.83181434,61.6270559
21347,Morocco,MAR,1/2/2022,52356034,24760419,23182509,38,37599544,65.85297683,61.65635679
21348,Morocco,MAR,6/2/2022,52604059,24774356,23201517,35,37599544,65.89004377,61.70691059
21349,Morocco,MAR,13/2/2022,53027113,24800057,23234829,19,37599544,65.95839833,61.79550741
21350,Morocco,MAR,19/2/2022,53439126,24823790,23266161,15,37599544,66.02151877,61.87883821
21351,Morocco,MAR,27/2/2022,53735588,24842826,23292458,10,37599544,66.07214705,61.94877789
21352,Morocco,MAR,6/3/2022,53894957,24854067,23308809,6,37599544,66.10204368,61.99226512
21353,Morocco,MAR,16/3/2022,54110062,24870225,23334113,3,37599544,66.14501761,62.05956381
21354,Morocco,MAR,23/3/2022,54201634,24878016,23346308,1,37599544,66.16573861,62.09199771
21355,Mozambique,MOZ,12/5/2021,355995,296983,59012,1,32696683,0.908297028,0.18048314
21356,Mozambique,MOZ,18/5/2021,393105,318548,74557,2,32696683,0.974251731,0.228026188
21357,Mozambique,MOZ,31/5/2021,394312,319511,74801,0,32696683,0.977196984,0.228772442
21358,Mozambique,MOZ,10/6/2021,394930,320129,74801,1,32696683,0.979087084,0.228772442
21359,Mozambique,MOZ,24/6/2021,438382,341707,96675,5,32696683,1.045081545,0.295672194
21360,Mozambique,MOZ,5/7/2021,508184,354572,153612,7,32696683,1.084428044,0.469809124
21361,Mozambique,MOZ,19/7/2021,671336,372085,299251,19,32696683,1.137990052,0.915233512
21362,Mozambique,MOZ,24/7/2021,671599,372085,299514,11,32696683,1.137990052,0.916037875
21363,Mozambique,MOZ,26/7/2021,691040,372085,318955,25,32696683,1.137990052,0.975496505
21364,Mozambique,MOZ,3/8/2021,714776,394234,320542,17,32696683,1.205730869,0.980350209
21365,Mozambique,MOZ,9/8/2021,1386326,907839,478487,13,32696683,2.776547701,1.463411441
21366,Mozambique,MOZ,16/8/2021,1487560,916174,571386,9,32696683,2.802039583,1.747535063
21367,Mozambique,MOZ,25/8/2021,2297842,1643520,654322,5,32696683,5.026564927,2.001187705
21368,Mozambique,MOZ,8/9/2021,2405890,1643520,762370,4,32696683,5.026564927,2.331643243
21369,Mozambique,MOZ,14/9/2021,3644423,1903730,1740693,2,32696683,5.822394889,5.323760211
21370,Mozambique,MOZ,8/10/2021,3677063,1903730,1773333,0,32696683,5.822394889,5.423586851
21371,Mozambique,MOZ,15/10/2021,3782029,1973519,1808510,0,32696683,6.035838559,5.531172688
